MS SubClass,Overall Qual,Year Built,Year Remod/Add,BsmtFin Type 1,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,SalePrice,SaleDate,House Age,Remodel Age,Age Bucket,Total SF,Total SF Plus Garage,Total Baths,Price per SF,Qual x SF,Season Sold,Exter Qual_Ord,Bsmt Qual_Ord,Heating QC_Ord,Kitchen Qual_Ord,Fireplace Qu_Ord,Functional_Ord,Neighborhood__BrkSide,Neighborhood__ClearCr,Neighborhood__CollgCr,Neighborhood__Crawfor,Neighborhood__Edwards,Neighborhood__Gilbert,Neighborhood__IDOTRR,Neighborhood__MeadowV,Neighborhood__NAmes,Neighborhood__NWAmes,Neighborhood__NoRidge,Neighborhood__NridgHt,Neighborhood__OldTown,Neighborhood__SWISU,Neighborhood__Sawyer,Neighborhood__Somerst,Neighborhood__StoneBr,Neighborhood__Timber,House Style__2Story,House Style__Other,House Style__SFoyer,Bldg Type__2fmCon,Bldg Type__Duplex,Bldg Type__Twnhs,Bldg Type__TwnhsE,Sale Condition__Normal,Sale Condition__Other,Sale Condition__Partial,Sale Type__New,Sale Type__Other,Sale Type__WD ,Garage Type__BuiltIn,Garage Type__Detchd,Garage Type__Other,Foundation__CBlock,Foundation__PConc,Foundation__Slab,Exterior 1st__CemntBd,Exterior 1st__HdBoard,Exterior 1st__MetalSd,Exterior 1st__VinylSd,Exterior 1st__Wd Sdng,Exterior 1st__WdShing,Exterior 2nd__CmentBd,Exterior 2nd__HdBoard,Exterior 2nd__MetalSd,Exterior 2nd__VinylSd,Exterior 2nd__Wd Sdng,Exterior 2nd__Wd Shng,Roof Style__Hip,MS Zoning__Other,MS Zoning__RL,MS Zoning__RM,Lot Shape__IR2,Lot Shape__Reg,Lot Config__CulDSac,Lot Config__Inside,Condition 1__Feedr,Condition 1__Norm,Condition 1__PosN
60,7,1996,1997,Unf,910.0,910,1820,2,1996.0,Unf,3.0,816.0,213000,2008-09-01,12,11,11-30,2730.0,3546.0,2.5,78.02197802197803,19110.0,Fall,3,4.0,5,4,3.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False
80,6,1977,1977,ALQ,1096.0,1118,1118,1,1977.0,Fin,1.0,358.0,171000,2008-07-01,31,31,30-60,2214.0,2572.0,1.0,77.23577235772358,13284.0,Summer,3,3.0,3,3,1.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
20,6,1977,1977,ALQ,1196.0,1279,1279,2,1980.0,Unf,2.0,473.0,171500,2008-02-01,31,31,30-60,2475.0,2948.0,2.0,69.29292929292929,14850.0,Winter,3,3.0,3,3,2.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
90,5,1976,1976,,0.0,936,1872,2,1976.0,Unf,2.0,484.0,100000,2008-11-01,32,32,30-60,1872.0,2356.0,3.0,53.41880341880342,9360.0,Fall,3,0.0,3,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
20,4,1991,1991,ALQ,1680.0,1689,1689,2,1991.0,Unf,2.0,432.0,228500,2008-07-01,17,17,11-30,3369.0,3801.0,2.0,67.82428020184031,13476.0,Summer,3,4.0,4,3,3.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
190,5,1965,1965,ALQ,1499.0,1619,1786,2,1965.0,Fin,2.0,529.0,228950,2008-08-01,43,43,30-60,3285.0,3814.0,2.0,69.69558599695586,16425.0,Summer,3,3.0,5,3,4.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
120,7,1986,1986,GLQ,1277.0,1501,1501,2,1986.0,Fin,2.0,512.0,241500,2008-07-01,22,22,11-30,2778.0,3290.0,2.0,86.9330453563715,19446.0,Summer,4,4.0,4,4,3.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
20,8,1976,1976,ALQ,1565.0,2898,2898,2,1976.0,Fin,2.0,665.0,287000,2008-05-01,32,32,30-60,4463.0,5128.0,2.0,64.30652027784002,35704.0,Spring,4,4.0,3,4,4.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
20,8,2006,2007,GLQ,1518.0,1537,1537,2,2007.0,Fin,3.0,788.0,294000,2008-04-01,2,1,≤10,3055.0,3843.0,2.0,96.23567921440262,24440.0,Spring,4,5.0,5,4,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
20,8,2007,2008,GLQ,1638.0,1646,1646,2,2008.0,RFn,3.0,800.0,293077,2008-04-01,1,0,≤10,3284.0,4084.0,2.0,89.24390986601705,26272.0,Spring,4,4.0,5,4,4.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
60,8,2007,2007,GLQ,920.0,920,1780,2,2007.0,Fin,2.0,612.0,264966,2008-01-01,1,1,≤10,2700.0,3312.0,2.5,98.13555555555556,21600.0,Winter,4,4.0,5,4,4.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
80,5,2006,2007,Unf,352.0,712,1442,2,2007.0,Fin,2.0,400.0,172500,2008-04-01,2,1,≤10,1794.0,2194.0,2.5,96.15384615384616,8970.0,Spring,3,4.0,4,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False
80,5,2006,2007,Unf,384.0,754,1394,2,2007.0,Fin,2.0,400.0,167500,2008-05-01,2,1,≤10,1778.0,2178.0,2.5,94.20697412823397,8890.0,Spring,3,4.0,4,4,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False
60,7,2008,2008,Unf,796.0,796,1612,2,2008.0,Fin,3.0,666.0,218689,2008-10-01,0,0,≤10,2408.0,3074.0,2.5,90.81769102990033,16856.0,Fall,4,4.0,5,4,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
20,6,1989,1989,Unf,1495.0,1495,1495,2,1989.0,Unf,2.0,438.0,150000,2008-07-01,19,19,11-30,2990.0,3428.0,2.0,50.16722408026756,17940.0,Summer,3,4.0,5,3,3.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
20,6,1986,1986,ALQ,1606.0,1651,1651,2,1986.0,Fin,2.0,616.0,184000,2008-11-01,22,22,11-30,3257.0,3873.0,2.0,56.493705864292295,19542.0,Fall,3,4.0,3,3,3.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
20,6,1986,1986,GLQ,1256.0,1256,1256,2,1986.0,Unf,2.0,578.0,180000,2008-03-01,22,22,11-30,2512.0,3090.0,2.0,71.65605095541402,15072.0,Spring,4,4.0,5,4,2.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
80,6,1988,1989,GLQ,1461.0,1509,1509,2,1988.0,RFn,2.0,600.0,175000,2008-08-01,20,19,11-30,2970.0,3570.0,2.0,58.92255892255892,17820.0,Summer,4,4.0,5,4,2.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
20,8,2003,2003,GLQ,1432.0,1440,1440,2,2003.0,Fin,2.0,467.0,232500,2008-06-01,5,5,≤10,2872.0,3339.0,2.0,80.95403899721448,22976.0,Summer,4,5.0,5,4,3.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
20,6,1999,2000,GLQ,1666.0,1675,1675,2,1999.0,RFn,2.0,435.0,195000,2008-12-01,9,8,≤10,3341.0,3776.0,2.0,58.36575875486381,20046.0,Winter,4,5.0,5,4,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
60,8,2003,2003,GLQ,1482.0,1482,2262,2,2003.0,Fin,3.0,749.0,305000,2008-08-01,5,5,≤10,3744.0,4493.0,2.5,81.46367521367522,29952.0,Summer,4,4.0,5,4,4.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False
20,8,2007,2007,GLQ,1884.0,1728,1728,2,2007.0,Fin,2.0,520.0,298751,2008-01-01,1,1,≤10,3612.0,4132.0,2.0,82.71068660022148,28896.0,Winter,4,4.0,5,4,4.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
20,8,2005,2006,GLQ,1964.0,1964,1964,2,2005.0,Fin,3.0,892.0,370000,2008-06-01,3,2,≤10,3928.0,4820.0,2.5,94.19551934826885,31424.0,Summer,4,5.0,5,4,4.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
90,7,1997,1998,GLQ,1344.0,1344,1344,2,1997.0,Fin,4.0,784.0,209200,2008-11-01,11,10,11-30,2688.0,3472.0,2.0,77.82738095238095,18816.0,Fall,3,4.0,5,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
90,7,1997,1998,GLQ,1344.0,1344,1344,2,1997.0,Fin,4.0,784.0,206300,2008-11-01,11,10,11-30,2688.0,3472.0,2.0,76.7485119047619,18816.0,Fall,3,4.0,5,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False
20,5,2007,2008,Unf,1092.0,1092,1092,1,,,0.0,0.0,146000,2008-02-01,1,0,≤10,2184.0,2184.0,1.0,66.84981684981685,10920.0,Winter,3,4.0,5,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
120,6,1997,1997,GLQ,1189.0,1189,1189,2,1997.0,RFn,2.0,392.0,160500,2008-04-01,11,11,11-30,2378.0,2770.0,2.0,67.49369217830109,14268.0,Spring,3,5.0,5,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
85,4,1964,1964,ALQ,1200.0,1200,1200,1,1964.0,Fin,3.0,850.0,173000,2008-11-01,44,44,30-60,2400.0,3250.0,1.0,72.08333333333333,9600.0,Fall,3,4.0,4,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
120,5,1975,1975,GLQ,1040.0,1040,1040,1,1975.0,Unf,2.0,499.0,124000,2008-06-01,33,33,30-60,2080.0,2579.0,1.0,59.61538461538461,10400.0,Summer,3,4.0,4,3,0.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False
160,5,1976,1976,Unf,264.0,616,1304,1,1976.0,Fin,1.0,336.0,115000,2008-06-01,32,32,30-60,1568.0,1904.0,1.5,73.34183673469387,7840.0,Summer,3,4.0,3,3,4.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False
160,5,1976,1976,ALQ,550.0,925,1475,2,1976.0,Unf,1.0,336.0,129500,2008-05-01,32,32,30-60,2025.0,2361.0,2.0,63.95061728395062,10125.0,Spring,3,4.0,3,3,3.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False
180,4,1973,2006,GLQ,526.0,526,988,1,1973.0,RFn,1.0,297.0,105000,2008-06-01,35,2,30-60,1514.0,1811.0,1.0,69.35270805812418,6056.0,Summer,3,4.0,4,3,0.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False
180,4,1973,1973,GLQ,462.0,526,988,1,1973.0,RFn,1.0,297.0,94900,2008-07-01,35,35,30-60,1450.0,1747.0,1.0,65.44827586206897,5800.0,Summer,3,4.0,3,3,1.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False
20,5,1968,1968,ALQ,1113.0,1160,1160,1,1968.0,Unf,1.0,257.0,152500,2008-02-01,40,40,30-60,2273.0,2530.0,1.0,67.09194896612406,11365.0,Winter,3,3.0,5,4,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
160,6,1970,2007,GLQ,546.0,546,1092,2,,,0.0,0.0,98000,2008-03-01,38,1,30-60,1638.0,1638.0,2.5,59.82905982905983,9828.0,Spring,3,3.0,5,3,0.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False
180,4,1972,1972,ALQ,630.0,630,630,1,,,0.0,0.0,81000,2008-06-01,36,36,30-60,1260.0,1260.0,1.0,64.28571428571429,5040.0,Summer,3,4.0,4,3,0.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False
20,5,1954,1954,Unf,988.0,988,988,1,1954.0,RFn,2.0,520.0,113000,2008-02-01,54,54,30-60,1976.0,2496.0,1.0,57.18623481781376,9880.0,Winter,3,3.0,5,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False
20,5,1983,1983,GLQ,816.0,816,816,1,1983.0,Unf,1.0,264.0,128500,2008-04-01,25,25,11-30,1632.0,1896.0,1.0,78.73774509803921,8160.0,Spring,3,3.0,5,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False
20,5,1984,1985,ALQ,876.0,923,923,1,1984.0,Unf,1.0,264.0,119500,2008-10-01,24,23,11-30,1799.0,2063.0,1.0,66.42579210672596,8995.0,Fall,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
20,5,1982,2008,ALQ,816.0,816,816,1,1982.0,Unf,1.0,264.0,130500,2008-10-01,26,0,11-30,1632.0,1896.0,1.0,79.96323529411765,8160.0,Fall,4,3.0,5,4,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False
20,5,1982,2003,GLQ,816.0,816,816,1,1985.0,Fin,2.0,816.0,138000,2008-06-01,26,5,11-30,1632.0,2448.0,1.0,84.55882352941177,8160.0,Summer,3,3.0,5,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
20,5,1982,2005,GLQ,845.0,845,845,1,1982.0,Unf,1.0,264.0,134500,2008-07-01,26,3,11-30,1690.0,1954.0,1.0,79.58579881656804,8450.0,Summer,3,3.0,4,4,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
50,6,1940,1985,ALQ,983.0,983,1750,2,1989.0,Unf,1.0,423.0,160000,2008-07-01,68,23,60+,2733.0,3156.0,2.0,58.543724844493234,16398.0,Summer,3,4.0,5,3,0.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
20,5,1984,1984,ALQ,864.0,889,889,1,1984.0,Unf,2.0,484.0,137500,2008-04-01,24,24,11-30,1753.0,2237.0,1.0,78.43696520250998,8765.0,Spring,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
60,5,1969,1969,ALQ,784.0,1168,1968,2,1969.0,RFn,2.0,530.0,172000,2008-09-01,39,39,30-60,2752.0,3282.0,2.5,62.5,13760.0,Fall,3,3.0,5,3,1.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
70,5,1900,1950,Unf,686.0,1150,1836,2,1900.0,Unf,1.0,288.0,103000,2008-01-01,108,58,60+,2522.0,2810.0,2.0,40.840602696272796,12610.0,Winter,3,3.0,5,3,0.0,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False
20,6,1971,1971,BLQ,1587.0,1587,1587,2,1971.0,Unf,2.0,525.0,167300,2007-03-01,36,36,30-60,3174.0,3699.0,2.0,52.709514807813484,19044.0,Spring,3,3.0,3,3,4.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
20,7,1970,1970,GLQ,1277.0,1277,1277,1,1970.0,Unf,2.0,526.0,167000,2007-04-01,37,37,30-60,2554.0,3080.0,1.0,65.3876272513704,17878.0,Spring,3,3.0,3,3,1.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
20,7,1973,1973,ALQ,2223.0,2223,2223,2,1973.0,Fin,2.0,516.0,244000,2007-02-01,34,34,30-60,4446.0,4962.0,2.0,54.88079172289699,31122.0,Winter,3,4.0,5,3,4.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
20,8,1970,1970,ALQ,2217.0,2217,2217,2,1970.0,Unf,2.0,621.0,268000,2007-10-01,37,37,30-60,4434.0,5055.0,2.0,60.44203879115923,35472.0,Fall,4,3.0,5,4,3.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
60,7,2003,2003,Unf,847.0,847,1733,2,2003.0,Fin,2.0,433.0,225000,2007-10-01,4,4,≤10,2580.0,3013.0,2.5,87.20930232558139,18060.0,Fall,4,4.0,5,4,4.0,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
60,6,1995,1996,Unf,806.0,806,1572,2,1995.0,Fin,2.0,373.0,168000,2007-05-01,12,11,11-30,2378.0,2751.0,2.5,70.64760302775441,14268.0,Spring,3,4.0,4,3,3.0,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
60,6,1997,1997,GLQ,794.0,794,1470,2,1997.0,Fin,2.0,388.0,177000,2007-07-01,10,10,≤10,2264.0,2652.0,2.0,78.18021201413427,13584.0,Summer,3,4.0,4,3,0.0,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
60,6,1997,1997,Unf,916.0,916,1600,2,1997.0,Fin,2.0,460.0,169000,2007-08-01,10,10,≤10,2516.0,2976.0,2.5,67.17011128775835,15096.0,Summer,3,4.0,4,3,3.0,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
80,6,1997,1997,Unf,384.0,754,1384,2,1997.0,Fin,2.0,390.0,161500,2007-03-01,10,10,≤10,1768.0,2158.0,2.5,91.34615384615384,10608.0,Spring,3,4.0,4,3,3.0,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
120,8,2000,2000,GLQ,1494.0,1652,1652,2,2000.0,RFn,2.0,499.0,251000,2007-08-01,7,7,≤10,3146.0,3645.0,2.0,79.78385251112523,25168.0,Summer,4,4.0,5,5,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
80,6,1994,1994,LwQ,392.0,924,1694,2,1994.0,Fin,2.0,398.0,160000,2007-03-01,13,13,11-30,2086.0,2484.0,2.5,76.70182166826463,12516.0,Spring,3,4.0,4,3,3.0,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
